

Test Vectors (password, salt, output) with t_cost=4 and m_cost=16
9800000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D902B607FBE095E9CE2150469281C3552E2374B16BB5C81BF21398035B66B260
9900000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D79E6A3808BC238A67922CFC86479C9E19613B47C027C0ADF2C0C952459198C8
9A00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E9668A65F765D69FCFC434E3D681E7F31DC8BAAAE1D5A1CD16EB0E90B78E1E78
9B00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,74E53FAD1DA50154A7CD0E78C951DD1EB58FCC562E126BDCD8C9758EA67F9841
9C00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E82615BB5646CA27316B41C9708D2B57F803F9EE8C2972237FA54E46EDBDEBFF
9D00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,9A47F6D733E63C7236520F13FEA1B45AFB64903ADE1EE9415EFEDB852C4CB300
9E00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,03D23A88B91056C3F614B6D704A9468017B9ACFD7E33666560F60C35D99EC8D1
9F00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E5792BC6C6EDAA67A9CD52DD45AF7DF10255D7BC53AFDE3397EE94C23E08148C
A000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,13F5F265BB54A93AD9E72380902E13448F56C5A5F7C8C6AA12F46D4ACC398902
A100000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,801AF7A0CD0599521E201FA462C8AAF2D8D69D3531E7223EDDA84CC78F77A9AE
A200000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,EF92658918785A8471FC3513729B5776F6E61B0A04DF6D31457244E8AF508913
A300000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C73BF631EE70DDBCBA619FA5E57769A9BEC895B763AB699F94BB000EBFD53B58
A400000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,98EAF2F6E127BA6371ABEE71AA914F08C5BC4C99DE7BB71C6BF5832E5093E3DF
A500000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,AA4A8FD90D65E1ACA871889E0FD4772E30BE2F8B612210AEDEE9E6BF4F2E8444
A600000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,5DABFC36A336050277D817A362B82CA6D0D55037E83D0531D1F9B7D60CAE591B
A700000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2F42197516A23BAD8619780C12904446D603A8BE3441A0BFAC1AA0DF6AEEDE84
A800000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,84428DAAC979AA2752641042D7DE65650D6702D33DA46619AD19399429E956F0
A900000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E64FB3D0C8C3FA447D1CFCFB055585892C3A5BE3F9814C1A67BFAAA3F48FACDC
AA00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,19D8903F86694E87A684ABC42EBA3EBC91D3F620B11DB6D6891F2C8CEA03B8C3
AB00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,98FC5B9BA213BE78CC35F190BF57F22AF3C48E2DEFA4A7F70579AF36E4FB2604
AC00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,BC880C21E12B1D6973CD46B3A828C169F3F2F4671AEA5AF7CBD109F97F071763
AD00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2EF7123096ADF1D2C8799E1660128401EDDB00AD08D610D51A049D3D3468A46C
AE00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,4306F4C7BA45EB2A0336CDF6B66A6313B10B75E303A3C4422C2F43E79D3D12A0
AF00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,9AF446F76EA5FDDBDA505EF0910C2FC69B919D8274E57880C39182636A7F45D7
B000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,86680ADFBB9384BBFBC24686524A8B0709594BB3975B8536E5AA77569FCAFE3C
B100000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,15460C2BE8B1DC24EF8B5B140CE9E8632899279560CD765D18423FBCC3AF8242
B200000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,DC0204E3743DE7FFD33D8548673307CC99B56AC0C20C9CFD679436C6CF68111E
B300000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,60465CC1B6003858EF6AB0DB39745CC910A6FBDF5CE561C599D427A3604DD2E9
B400000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,545D2AFAB4359A56CD264171906B3A7F58DB3F3B45C2BEAB006E4BE77AA85B79
B500000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B3820F1FE256A985FB1F328B6B1B4309008B01B099A085CF10AF379B52B6E2FA
B600000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,C2B59B8F67D9EB612401BC66408606EC3E4DC4B9A607864592F6E0900F91D377
B700000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,42C82EA90F4FFFD330D561ED6B2C74283FF8F4FB067A3D9F89A215B4BC446F57
B800000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B2BDCFC17A132459342BFA8079AC89E0EA8AB9EFB56BB6CAB522D28D874BD3E4
B900000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,5E8D46FE79A5040B1F7F43F6DCC482FF1074DC8F02A40A304CF719E896946529
BA00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,432532DFEE79FA737E67639719C42C69E282004D26FD2E5E438976EB1DA2E48C
BB00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,3186C44022D2E569B8D62AE3CD17E26FE9576941B00386ED7D32AAF1D1A20263
BC00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,7EEC458C9294697E90850120B32B974F22114A65BDE8686416C737F94F853B63
BD00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,8E1D0E984600F81EFA3112665D148534AD90FA6D1C907861AF7F4FC26D35E781
BE00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,4CF7CA09A78495B969C0F6F89DF8580E73B0F086CAC2AAD38F1BEE0E24611D59
BF00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,991E7FAABBA06A5D7DF4ED352B812B7F9774398EF76AB114DC5B89602CE12009
C000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,8B9850870BEFECF2555B24FD877C6D0CC8CA1F965A3E14808B33674CA141F64A
C100000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,B3ACC83B6F127E4D5EDE59FD34F208A839698DFDE6233FF37FE4751B748D86D8
C200000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,402BC06A0187529BD9D47B8EF3FA0F0E51E02AB2ED66D8C8219C4040A6014CB5
C300000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,7FDEC2F40093452527E2E96481FD32C8FE56ED70B872AF04D9BE5535795FD17D
C400000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ADEFF9B82E88D294EDF8369E81BB736882FA61BE1983F24B2C14B38FC753F81B
C500000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,40EEE1A480FAB9CDB4595F9695D01B73193BDF46A082F4C614B36FABABFC404F
C600000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,FA11C48B2BEF6EA2868B18CB15D629AC0A38AA9272CF624324F33877CF11B37D
C700000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,E74E49F01E0834D82E889C130A4F1C2B438D7DE87B67A6DADE1E2007D7D10899
C800000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2A0BCF2598924DA87DA1216EB51D1781F93FFA8B62324BB429AF9ED83048D850
C900000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,BF3CB439DAFC233E172D287659F10AF20AFA28D64CEFD9414B49329EF12071D5
CA00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,9FF5230C759104EB89736674DA11AB8CA44E31CB44268DB7B95A34C593D6377E
CB00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,9320C65F3962A2836DC9DDC697AAD7E8DE4643F608FE5947B6F9BE22468983A8
CC00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,2CC1241C4FA3800E1FC577CDF4A5896C2F5E183895C6C0115F148372B7FA3250
CD00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,DB77FF25296F58C1CAD25F721E20B6AE7A90F7E5E15B19C98F04184C8D8C9993
CE00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,6110D7DC8003B324C48AD70EF0D8FECB5E5F0E069A29ADB421653545D5C7CECB
CF00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,7E5B21E50EC2AAD74AA69175F4E7C0A85EC65FA7696A75941C1BF66825EC4B8A
D000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,21E0609DE8C1062AF21ACAECCE8409A20F81C465ED6120CF07A7523F5ABB5413
D100000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,5E6FD9D0782E9235030402585F7A2D199297A1C5182439229313101AE2E6BDFC
D200000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,EBE5A775CC40A7B2F539584413CF0B4EFD674FE3C641AC713E829C55C3A6C040
D300000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,F3071F542258227507360C03D5E161C4133F139155E1F20714B1814C1AD810BC
D400000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,5EA8D31A9BC896351CFEF80BDC3290E82715ECA3A0F17C94852C25DA94F51D32
D500000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,8D6C4B6D1C7E53642102A68219B14062B5D950E7882C0754621504DCD7428E5F
D600000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,696A6DE4041C42FEE2927035CEB8AB7C1C119BDAF649FA6F5F627ACF1E1F4999
D700000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,A7F270D0C5686EB3C800A4CAF5ABF2B220615E9C05D16EA46E44DBFBE7F3E8AC
D800000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,95B20C38A4525403B48989B7264986923964473343F0A33AE5BC351E86ABE52E
D900000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,F5F42B3053BDB8EB418F3565B8778603D840D035B219398872E14914BF4E69BF
DA00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,AE06D605202778A25E4808937AE56B37A33A184A744AD23C1AB90AE836DE20BC
DB00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,5EE3232BCF8C265156CC4B7100C98F8D7DFA45E1F8E4F554A7A5C3DD7561CA62
DC00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,DD348E2701B2BA7F83A0796355626F250CB08F76E1A50EA1EBC330E138155159
DD00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,CA8A9D98633F0C19CD72B5BF59D1CA86A9334AF37866942B567D2FDB48C7BBC0
DE00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,D1C22D29CD13DB00D73B1773011BFDB9EC6485F3778B6EA42FF4E60A84AEAE4F
DF00000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,ED21600FBD820B7455781605F5352D5FB11949A62C4A71EBF4BF4C06A24C3415
E000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,12A785D28AC15027319934FB9C63C27A5D9DA0A3F89C1668137D8AD117275252
E100000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,F88D57E8E3371739BA55C55720A0D095565F3BE37403B6091CC5E34B7CEAB02D
E200000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,A4379F14F2923BFB3B7649868230A15632072062066945E906A1BE74B3437D98
E300000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,9B29D7F1E19F58D7FBC522C9ED8B0507E8393A1BA1E90B1C62968327999B7AF5
E400000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,590E555809428F3EBE6FB6DF0135DF73B67A058C528B578FBFC4EB063DBB48BC
E500000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,19B540EE18F1A95CD480397A6405E9A6C4093AD716B5C2721A59ECBD4B4021FE
E600000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,215955D04A3723D94BDD4E50FCBFA2E21CB58167E56DC97AABD356BA9DA45350
